GEOID20,ADJ_GEOMS
04021000034,"['04021000082', '04021000036', '04021000033', '04021000081']"
04021000035,"['04021000083', '04021000032', '04021000099', '04021000033', '04021000022', '04021000081']"
04021000036,"['04021000038', '04021000082', '04021000041', '04021000034']"
04021000037,"['04021000038', '04021000082', '04021000031', '04021000032', '04021000099', '04021000055', '04021000062', '04021000030']"
04021000038,"['04021000053', '04021000037', '04021000082', '04021000067', '04021000036', '04021000041', '04021000091', '04021000031']"
04021000039,"['04021000083', '04021000055', '04021000029']"
04021000040,"['04021000059', '04021000088', '04021000047', '04013000467', '04021000043', '04021000044', '04013000455', '04013000488', '04013000178']"
04021000041,"['04021000038', '04021000036', '04021000091', '04021000022', '04021000081', '04021000013']"
04021000042,"['04021000056', '04021000063', '04013000022', '04021000043', '04013000053']"
04021000043,"['04021000042', '04021000040', '04021000044', '04013000455']"
04021000044,"['04021000063', '04021000040', '04021000047', '04021000043']"
04021000045,"['04013000673', '04021000056', '04021000057', '04021000058', '04021000063']"
04021000046,"['04021000059', '04021000057', '04021000058', '04021000064', '04021000047']"
04021000047,"['04021000058', '04021000063', '04021000046', '04021000040', '04021000044']"
04021000048,"['04021000072', '04021000064', '04021000084', '04021000066']"
04021000049,"['04021000051', '04021000089', '04021000072']"
04021000050,"['04021000001', '04021000051', '04021000052']"
04021000051,"['04021000070', '04021000001', '04021000023', '04021000050', '04021000052', '04021000049', '04021000089', '04021000072', '04013000673']"
04021000052,"['04021000001', '04021000051', '04021000050', '04007000014', '04013000673', '04007000013']"
04021000053,"['04019000138', '04013000299', '04019000005', '04021000038', '04021000067', '04021000091', '04021000009', '04013000583']"
04021000054,"['04021000067', '04021000031', '04021000062', '04013000256', '04021000077', '04021000078', '04013000428']"
04021000055,"['04021000037', '04021000083', '04021000062', '04021000039', '04021000029']"
04021000056,"['04013000673', '04021000045', '04021000042', '04013000298', '04013000233']"
04021000057,"['04021000072', '04013000673', '04021000045', '04021000058', '04021000064', '04021000046']"
04021000058,"['04021000045', '04021000057', '04021000063', '04021000046', '04021000047']"
04021000059,"['04021000089', '04021000072', '04021000088', '04021000064', '04021000046', '04021000040']"
04021000060,"['04021000083', '04021000021', '04021000029', '04021000018', '04021000017', '04021000027', '04021000061', '04021000096', '04021000070']"
04021000061,"['04021000062', '04021000060', '04021000029', '04013000376', '04021000096', '04013000144', '04013000641', '04013000415', '04013000640', '04013000576', '04013000101', '04013000061', '04013000005']"
04021000062,"['04021000037', '04021000055', '04021000030', '04021000029', '04021000054', '04021000061', '04021000074', '04021000073', '04021000078', '04021000080', '04013000428', '04013000065', '04013000349', '04013000376', '04013000493']"
04021000063,"['04021000045', '04021000058', '04021000042', '04021000047', '04021000044']"
04021000064,"['04021000072', '04021000059', '04021000057', '04021000084', '04021000048', '04021000046', '04021000066']"
04021000066,"['04021000064', '04021000084', '04021000048']"
04021000067,"['04021000053', '04021000038', '04021000031', '04021000054', '04013000583', '04013000256']"
04021000068,"['04021000096', '04021000085', '04021000095', '04021000094']"
04021000069,"['04021000089', '04021000076', '04021000087', '04021000026', '04021000086', '04021000094', '04021000075']"
04021000070,"['04021000060', '04021000027', '04021000096', '04021000023', '04021000051', '04021000089', '04021000087', '04021000026', '04021000075', '04021000097']"
04021000071,"['04021000089', '04021000088', '04021000076']"
04021000072,"['04021000051', '04021000049', '04021000089', '04013000673', '04021000059', '04021000057', '04021000064', '04021000084', '04021000048']"
04021000073,"['04021000062', '04021000074', '04021000078', '04021000079']"
04021000074,"['04021000062', '04021000073', '04021000080']"
04021000075,"['04021000070', '04021000069', '04021000087', '04021000026']"
04021000076,"['04021000089', '04021000088', '04021000069', '04021000071', '04021000086', '04021000028', '04021000098']"
04021000077,"['04021000031', '04021000030', '04021000054', '04021000078', '04021000100', '04021000101']"
04021000078,"['04021000062', '04021000054', '04021000077', '04021000073', '04021000079', '04021000100', '04021000101', '04021000090']"
04021000079,"['04021000073', '04021000078', '04021000080', '04021000090']"
04021000080,"['04021000062', '04021000030', '04021000074', '04021000079', '04021000102', '04021000090']"
04021000081,"['04021000041', '04021000033', '04021000022', '04021000035', '04021000034']"
04021000082,"['04021000038', '04021000037', '04021000036', '04021000033', '04021000034']"
04021000083,"['04021000099', '04021000055', '04021000039', '04021000021', '04021000035', '04021000060', '04021000029']"
04021000084,"['04021000072', '04021000064', '04021000048', '04021000066']"
04021000085,"['04021000096', '04021000026', '04021000068', '04021000094']"
04021000086,"['04021000069', '04021000076', '04021000095', '04013000523', '04021000094', '04021000028', '04013000541']"
04021000087,"['04021000070', '04021000089', '04021000069', '04021000075', '04021000097']"
04021000088,"['04021000089', '04021000059', '04021000076', '04021000071', '04021000040', '04013000541', '04021000098', '04013000467']"
04021000089,"['04021000070', '04021000051', '04021000049', '04021000072', '04021000059', '04021000088', '04021000069', '04021000076', '04021000071', '04021000087']"
04021000090,"['04021000078', '04021000080', '04021000079', '04021000100', '04021000102']"
04021000091,"['04021000016', '04021000053', '04019000005', '04021000038', '04021000041', '04021000009', '04021000105', '04021000014', '04021000010', '04021000104']"
04021000092,"['04019000188', '04019000024', '04021000016', '04021000015', '04021000008']"
04021000093,"['04019000027', '04021000007', '04021000005', '04021000015']"
04021000094,"['04021000069', '04021000026', '04021000085', '04021000068', '04021000095', '04021000086']"
04021000095,"['04021000096', '04021000068', '04013000523', '04021000086', '04021000094']"
04021000096,"['04021000060', '04021000061', '04021000070', '04013000576', '04021000026', '04021000085', '04021000068', '04021000095', '04013000523']"
04021000097,"['04021000070', '04021000087']"
04021000098,"['04021000088', '04021000076', '04021000028', '04013000541']"
04021000099,"['04021000037', '04021000083', '04021000032', '04021000035']"
04021000100,"['04021000030', '04021000077', '04021000078', '04021000101', '04021000102', '04021000090']"
04021000101,"['04021000077', '04021000078', '04021000100']"
04021000102,"['04021000030', '04021000080', '04021000100', '04021000090']"
04021000103,"['04009000016', '04021000004', '04009000011', '04007000010']"
04021000104,"['04021000016', '04021000091', '04021000014', '04021000011']"
04021000105,"['04021000091', '04021000013', '04021000014', '04021000012']"
04023000001,"['04023000002', '04023000016', '04023000012']"
04023000002,"['04023000010', '04023000005', '04023000016', '04023000003', '04023000012', '04023000001']"
04023000003,"['04023000013', '04023000002', '04023000012', '04023000004', '04023000020', '04023000018']"
04023000004,"['04023000008', '04023000003', '04023000020', '04023000018', '04023000009']"
04023000005,"['04019000008', '04023000017', '04023000010', '04023000022', '04023000002']"
04023000006,"['04019000165', '04003000039', '04003000046', '04003000019', '04023000023', '04023000014', '04023000015']"
04023000007,"['04023000019', '04023000011', '04023000017', '04023000014', '04023000024', '04023000021']"
04023000008,"['04023000019', '04023000010', '04023000013', '04023000016', '04023000004', '04023000020', '04023000009']"
04023000009,"['04023000013', '04023000008', '04023000004', '04023000018']"
04023000010,"['04023000022', '04023000008', '04023000005', '04023000002', '04023000016']"
04023000011,"['04019000206', '04019000008', '04019000139', '04023000007', '04023000017', '04023000014', '04023000021']"
04023000012,"['04023000002', '04023000016', '04023000003', '04023000001', '04023000020']"
04023000013,"['04023000023', '04023000019', '04023000024', '04023000008', '04023000003', '04023000018', '04023000009']"
04023000014,"['04019000206', '04019000165', '04023000006', '04023000023', '04023000007', '04023000011', '04023000024', '04023000015']"
04023000015,"['04019000165', '04023000006', '04023000014']"
04023000016,"['04023000010', '04023000008', '04023000002', '04023000012', '04023000001', '04023000020']"
04023000017,"['04019000008', '04023000007', '04023000019', '04023000011', '04023000021', '04023000022', '04023000005']"
04023000018,"['04023000013', '04023000003', '04023000004', '04023000009']"
04023000019,"['04023000007', '04023000017', '04023000024', '04023000013', '04023000022', '04023000008']"
04023000020,"['04023000008', '04023000016', '04023000003', '04023000012', '04023000004']"
04023000021,"['04023000007', '04023000011', '04023000017']"
04023000022,"['04023000019', '04023000017', '04023000010', '04023000005']"
04023000023,"['04023000006', '04003000019', '04023000014', '04023000024', '04023000013']"
04023000024,"['04023000023', '04023000007', '04023000019', '04023000014', '04023000013']"
04025000001,"['04025000039', '04025000066', '04025000019', '04025000010', '04025000051', '04025000114']"
04025000002,"['04025000015', '04013000662', '04013000439']"
04025000003,"['04025000033', '04025000019', '04025000012', '04025000031', '04025000114']"
04025000004,"['04025000019', '04025000018', '04025000005', '04025000008', '04025000051']"
04025000005,"['04025000018', '04025000027', '04025000010', '04025000051', '04025000004']"
04025000008,"['04025000051', '04025000004']"
04025000010,"['04025000066', '04025000027', '04025000005', '04025000051', '04025000091', '04025000001']"
04025000012,"['04025000033', '04025000031', '04025000003', '04025000049']"
04025000013,"['04015000224', '04005000060', '04015000218', '04015000214', '04015000201', '04025000014', '04025000066', '04025000043', '04005000064', '04025000091']"
04025000014,"['04025000013', '04015000201', '04025000016', '04025000020', '04025000027', '04025000091']"
04025000015,"['04025000057', '04025000028', '04025000056', '04025000017', '04013000662', '04025000002', '04013000439', '04013000437']"
04025000016,"['04015000201', '04012000056', '04025000014', '04013000007', '04025000028', '04025000021', '04025000029', '04025000020', '04025000017', '04013000728']"
04025000017,"['04025000016', '04025000015', '04025000028', '04013000728', '04013000437']"
04025000018,"['04025000021', '04025000019', '04025000027', '04025000005', '04025000004']"
04025000019,"['04025000028', '04025000033', '04025000046', '04025000021', '04025000018', '04025000031', '04025000003', '04025000049', '04025000051', '04025000004', '04025000001', '04025000114']"
04025000020,"['04025000016', '04025000014', '04025000021', '04025000027']"
04025000021,"['04025000016', '04025000028', '04025000029', '04025000020', '04025000019', '04025000018', '04025000027']"
04025000027,"['04025000014', '04025000021', '04025000020', '04025000018', '04025000005', '04025000010', '04025000091']"
04025000028,"['04025000016', '04025000057', '04025000015', '04025000056', '04025000046', '04025000021', '04025000029', '04025000017', '04025000019']"
04025000029,"['04025000016', '04025000028', '04025000021']"
04025000030,"['04025000035', '04005000080', '04025000109', '04005000063', '04005000041', '04025000054', '04025000045', '04025000046', '04007000039']"
04025000031,"['04025000019', '04025000012', '04025000003', '04025000049']"
04025000033,"['04025000039', '04025000045', '04025000105', '04025000046', '04025000019', '04025000012', '04025000003', '04025000049', '04025000114']"
04025000035,"['04005000083', '04005000080', '04025000109', '04025000030', '04025000115', '04025000041']"
04025000036,"['04025000039', '04025000037', '04025000105', '04025000077']"
04025000037,"['04025000115', '04025000090', '04025000054', '04025000105', '04025000040', '04025000036', '04025000077']"
04025000039,"['04005000099', '04025000090', '04025000066', '04025000105', '04025000033', '04025000001', '04025000036', '04025000114', '04025000077']"
04025000040,"['04025000115', '04025000037']"
04025000041,"['04025000035', '04005000083', '04025000115', '04005000082', '04025000090']"
04025000043,"['04025000013', '04005000099', '04025000066', '04005000098', '04005000064', '04005000066']"
04025000045,"['04025000030', '04025000054', '04025000033', '04025000046']"
04025000046,"['04025000030', '04025000028', '04025000056', '04025000045', '04025000033', '04007000039', '04025000019', '04007000026', '04013000082', '04013000662', '04013000266', '04013000625']"
04025000049,"['04025000033', '04025000019', '04025000012', '04025000031']"
04025000051,"['04025000019', '04025000005', '04025000010', '04025000008', '04025000004', '04025000001']"
04025000054,"['04025000109', '04025000030', '04025000115', '04025000045', '04025000037', '04025000105']"
04025000056,"['04025000057', '04025000015', '04025000028', '04025000046', '04013000662']"
04025000057,"['04025000015', '04025000028', '04025000056']"
04025000066,"['04025000013', '04005000099', '04025000039', '04025000043', '04025000010', '04025000091', '04025000001']"
04025000077,"['04025000090', '04025000039', '04025000037', '04025000036']"
04025000090,"['04025000115', '04025000041', '04005000040', '04005000082', '04005000099', '04025000039', '04025000037', '04025000077']"
04025000091,"['04025000013', '04025000014', '04025000066', '04025000027', '04025000010']"
04025000105,"['04025000039', '04025000054', '04025000037', '04025000033', '04025000036']"
04025000109,"['04025000035', '04025000030', '04025000115', '04025000054']"
04025000114,"['04025000039', '04025000033', '04025000019', '04025000003', '04025000001']"
04025000115,"['04025000035', '04025000109', '04025000041', '04025000090', '04025000054', '04025000037', '04025000040']"
04027000P01,"['04027000P12', '04027000P36', '04027000P02', '04027000P37', '04027000P13']"
04027000P02,"['04027000P03', '04027000P36', '04027000P01']"
04027000P03,"['04027000P27', '04027000P04', '04027000P36', '04027000P02', '04027000P35']"
04027000P04,"['04027000P05', '04027000P27', '04027000P41', '04027000P26', '04027000P03', '04027000P35']"
04027000P05,"['04027000P28', '04027000P32', '04027000P06', '04027000P27', '04027000P09', '04027000P41', '04027000P04', '04027000P42', '04027000P16', '04027000P26']"
04027000P06,"['04027000P31', '04027000P28', '04027000P32', '04027000P07', '04027000P05']"
04027000P07,"['04027000P31', '04027000P28', '04027000P06']"
04027000P08,"['04027000P09', '04027000P12', '04027000P16', '04027000P15']"
04027000P09,"['04027000P32', '04027000P21', '04027000P05', '04027000P33', '04027000P34', '04027000P10', '04027000P12', '04027000P16', '04027000P08']"
04027000P10,"['04027000P21', '04027000P09', '04027000P22', '04027000P11', '04027000P12']"
04027000P11,"['04027000P17', '04027000P10', '04027000P22', '04027000P12']"
04027000P12,"['04027000P09', '04027000P17', '04027000P10', '04027000P11', '04027000P01', '04027000P13', '04027000P08', '04027000P15', '04027000P14']"
04027000P13,"['04027000P12', '04027000P16', '04027000P37', '04027000P01', '04027000P38', '04027000P15', '04027000P14']"
04027000P14,"['04027000P12', '04027000P13', '04027000P15']"
04027000P15,"['04027000P12', '04027000P16', '04027000P13', '04027000P08', '04027000P14']"
04027000P16,"['04027000P05', '04027000P09', '04027000P42', '04027000P39', '04027000P38', '04027000P13', '04027000P08', '04027000P15']"
04027000P17,"['04027000P18', '04027000P20', '04027000P25', '04027000P22', '04027000P11', '04027000P12']"
04027000P18,"['04012000057', '04027000P19', '04012000060', '04012000059', '04027000P20', '04027000P17']"
04027000P19,"['04012000057', '04027000P18', '04013000288', '04013000583', '04027000P21', '04027000P20', '04013000029']"
04027000P20,"['04027000P19', '04027000P18', '04027000P21', '04027000P17', '04027000P25', '04027000P24']"
04027000P21,"['04027000P19', '04013000583', '04027000P31', '04027000P32', '04027000P33', '04027000P09', '04027000P34', '04027000P20', '04027000P24', '04027000P10', '04027000P23', '04027000P22', '04019000002']"
04027000P22,"['04027000P21', '04027000P17', '04027000P10', '04027000P23', '04027000P11']"
04027000P23,"['04027000P21', '04027000P25', '04027000P24', '04027000P22']"
04027000P24,"['04027000P21', '04027000P20', '04027000P25', '04027000P23']"
04027000P25,"['04027000P20', '04027000P17', '04027000P24', '04027000P23']"
04027000P26,"['04027000P05', '04027000P27', '04027000P04']"
04027000P27,"['04027000P28', '04027000P05', '04027000P04', '04027000P26', '04027000P03']"
04027000P28,"['04027000P31', '04027000P29', '04027000P07', '04027000P06', '04027000P05', '04027000P27']"
04027000P29,"['04027000P31', '04027000P28', '04027000P30']"
04027000P30,"['04027000P31', '04027000P29']"
04027000P31,"['04027000P28', '04027000P32', '04027000P29', '04027000P07', '04027000P06', '04027000P30', '04027000P21']"
04027000P32,"['04027000P31', '04027000P06', '04027000P21', '04027000P05', '04027000P33', '04027000P09']"
04027000P33,"['04027000P32', '04027000P21', '04027000P09', '04027000P34', '04027000P43']"
04027000P34,"['04027000P21', '04027000P33', '04027000P09', '04027000P43']"
04027000P35,"['04027000P41', '04027000P04', '04027000P03', '04027000P36']"
04027000P36,"['04027000P03', '04027000P02', '04027000P35', '04027000P37', '04027000P01', '04027000P39', '04027000P40']"
04027000P37,"['04027000P36', '04027000P01', '04027000P39', '04027000P38', '04027000P13']"
04027000P38,"['04027000P16', '04027000P37', '04027000P39', '04027000P13']"
04027000P39,"['04027000P16', '04027000P36', '04027000P37', '04027000P38', '04027000P40']"
04027000P40,"['04027000P41', '04027000P42', '04027000P36', '04027000P39']"
04027000P41,"['04027000P05', '04027000P04', '04027000P42', '04027000P35', '04027000P40']"
04027000P42,"['04027000P05', '04027000P41', '04027000P16', '04027000P40']"
04027000P43,"['04027000P33', '04027000P34']"
