GEOID20,Tot_2020_tot,Wh_2020_tot,His_2020_tot,BlC_2020_tot,NatC_2020_tot,AsnC_2020_tot,PacC_2020_tot,Tot_2020_vap,Wh_2020_vap,His_2020_vap,BlC_2020_vap,NatC_2020_vap,AsnC_2020_vap,PacC_2020_vap,Tot_2020_adjtot,Wh_2020_adjtot,His_2020_adjtot,BlC_2020_adjtot,NatC_2020_adjtot,AsnC_2020_adjtot,PacC_2020_adjtot,Tot_2020_nhvap,Wh_2020_nhvap,His_2020_nhvap,Bl_2020_nhvap,Asn_2020_nhvap,Nat_2020_nhvap,Pac_2020_nhvap,OthAl_2020_nhvap,Mix_2020_nhvap
2403318-010,1423,13,197,1218,9,3,5,1121,12,119,997,8,1,5,1429,13,197,1214,8,2,3,1121,12,119,961,0,4,0,3,22
2403302-009,6340,221,2394,3566,180,222,15,4662,187,1580,2788,121,142,11,6356,222,2394,3566,146,223,15,4662,187,1580,2624,117,3,7,27,117
2403305-011,2794,166,344,2004,28,316,9,2300,147,233,1684,20,252,8,2798,166,344,2000,26,315,9,2300,147,233,1641,230,1,3,7,38
2403303-004,3072,104,161,2772,45,103,1,2472,99,107,2241,39,68,1,3080,104,161,2742,43,102,1,2472,99,107,2130,62,4,1,7,62
2403306-002,1531,91,205,1186,11,43,0,1252,89,135,990,8,35,0,1537,91,205,1189,9,42,1,1252,89,135,968,30,1,0,6,23
2400303-002,2042,1798,55,84,31,69,2,1660,1496,27,59,26,50,2,2046,1801,55,87,31,69,2,1660,1496,27,39,23,2,0,9,64
2402702-001,4070,1476,212,690,51,1660,18,3041,1246,146,472,34,1150,8,4073,1477,212,686,47,1656,18,3041,1246,146,430,1113,2,1,12,91
2402705-004,4942,2021,475,1819,113,636,7,4125,1828,360,1368,93,551,7,4945,2021,475,1805,102,639,6,4125,1828,360,1229,483,3,0,33,189
2402702-003,3596,2270,141,381,37,800,4,2783,1855,84,272,19,565,1,3598,2271,141,381,35,799,4,2783,1855,84,247,517,1,0,0,79
2402702-015,2895,1552,90,137,27,1098,3,2197,1280,62,94,23,743,1,2896,1552,90,137,24,1099,3,2197,1280,62,81,711,2,0,5,56
2402706-006,1510,907,102,351,36,133,4,1138,738,54,247,18,79,0,1511,907,102,354,34,134,4,1138,738,54,225,63,1,0,4,53
2402704-005,1958,1588,116,87,58,137,6,1556,1306,68,51,35,100,3,1959,1589,116,85,56,136,6,1556,1306,68,41,85,2,0,7,47
2402701-011,1695,851,78,205,32,528,3,1144,620,33,136,22,327,3,1695,851,78,205,32,528,3,1144,620,33,131,314,4,0,4,38
2402701-020,677,554,18,40,2,62,1,525,435,9,36,2,43,1,677,554,18,40,2,62,1,525,435,9,29,38,2,0,0,12
2402701-019,99,58,7,23,2,14,0,67,40,6,12,1,10,0,99,58,7,23,2,14,0,67,40,6,10,10,0,0,0,1
2400306-005,1939,1461,182,182,39,65,0,1477,1134,133,129,26,46,0,1940,1461,182,184,40,66,0,1477,1134,133,111,38,3,0,7,51
2400303-013,2804,2542,89,58,63,50,5,2259,2078,57,35,47,32,2,2807,2545,89,57,63,50,5,2259,2078,57,17,20,5,1,4,77
2402701-008,3641,1535,680,724,118,688,10,2637,1270,406,471,83,467,6,3643,1537,680,725,114,693,9,2637,1270,406,398,435,6,0,6,116
2403312-012,4199,152,557,3366,79,175,5,3353,134,356,2743,66,147,5,4207,153,557,3309,78,175,5,3353,134,356,2624,139,12,2,3,83
2403321-010,3847,1189,1536,621,128,469,9,3056,1062,1076,487,101,380,9,3849,1191,1536,621,120,470,9,3056,1062,1076,397,333,13,3,19,153
2403321-008,9694,570,2951,5342,185,965,17,6908,487,1866,3787,132,842,15,9709,570,2955,5277,111,961,13,6908,487,1866,3498,788,18,4,31,216
2403321-091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402701-009,2700,1217,201,522,41,742,2,1974,957,132,352,34,511,1,2701,1218,201,523,41,744,1,1974,957,132,294,485,6,0,8,92
2402706-003,2067,1189,169,303,33,354,0,1492,949,91,173,26,231,0,2068,1189,169,304,33,355,0,1492,949,91,154,209,0,0,22,67
2400112-000,2981,2636,33,131,72,82,2,2423,2166,23,106,56,58,2,2989,2642,33,132,73,82,2,2423,2166,23,81,45,6,0,12,90
2400101-000,820,775,9,12,15,4,2,678,649,7,5,12,4,0,820,775,9,12,15,4,2,678,649,7,2,1,0,0,0,19
2403306-007,5488,332,391,4680,115,136,20,4596,305,274,3929,88,100,18,5498,332,391,4641,103,135,20,4596,305,274,3760,73,16,3,26,139
2403306-098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403307-002,2003,1038,241,583,51,113,3,1634,890,184,444,41,88,3,2004,1038,241,584,51,113,3,1634,890,184,394,67,8,0,20,71
2403318-004,3260,55,397,2795,52,45,4,2466,49,257,2143,44,39,1,3275,56,397,2763,49,42,4,2466,49,257,2064,24,5,0,8,59
2403306-003,5951,91,587,5208,96,104,8,4782,86,413,4235,73,79,7,5976,91,588,5188,90,102,8,4782,86,413,4079,70,8,0,13,113
2403306-019,3622,61,197,3350,62,28,3,2790,47,138,2592,42,22,3,3634,61,197,3317,62,27,3,2790,47,138,2504,6,11,2,13,69
2403306-099,3,0,0,2,2,0,0,2,0,0,1,1,0,0,3,0,0,2,2,0,0,2,0,0,1,0,1,0,0,0
2403313-022,1447,11,54,1380,9,2,0,1012,11,29,971,8,2,0,1458,11,54,1388,4,2,0,1012,11,29,946,2,0,0,1,23
2403313-099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400303-024,3601,2841,205,372,87,109,9,2844,2328,137,239,63,71,8,3603,2842,205,384,87,112,9,2844,2328,137,200,45,5,5,4,120
2403307-003,2737,1366,360,878,64,143,10,2165,1160,231,627,51,114,8,2738,1367,360,876,63,141,10,2165,1160,231,572,81,3,1,11,106
2403310-008,3611,622,874,2033,88,124,2,2681,542,582,1483,59,94,2,3615,624,874,2005,68,122,2,2681,542,582,1388,72,5,1,8,83
2403317-012,8495,409,4534,3354,505,346,13,6318,343,3093,2690,373,289,8,8505,412,4537,3317,278,348,10,6318,343,3093,2504,257,3,1,18,99
2402702-023,3280,804,281,728,34,1416,3,2400,690,168,496,28,1004,2,3285,804,281,740,34,1432,3,2400,690,168,455,965,13,0,12,97
2404105-002,921,863,20,20,19,7,2,793,759,10,13,11,1,0,922,864,20,20,19,7,2,793,759,10,8,1,3,0,2,10
2403708-003,4998,2675,482,1369,135,416,28,3691,2112,310,941,89,273,20,5005,2677,482,1375,125,418,28,3691,2112,310,823,220,10,9,17,190
2403708-012,656,568,16,34,10,21,0,492,433,11,27,7,12,0,656,568,16,34,10,21,0,492,433,11,23,9,0,0,2,14
2403112-005,5284,2365,1269,1075,159,525,5,3812,1894,825,675,109,368,2,5290,2367,1270,1074,142,530,5,3812,1894,825,573,352,5,0,25,138
2400511-005,3664,2458,116,357,72,618,8,2725,1897,59,250,43,438,7,3667,2461,116,358,71,621,8,2725,1897,59,226,414,10,0,11,108
2400514-014,931,414,28,440,4,42,0,745,369,19,320,4,32,0,936,414,28,448,4,42,0,745,369,19,308,25,0,0,3,21
2400508-006,9166,2834,1519,3618,211,1169,19,7000,2464,999,2622,155,875,14,9191,2837,1520,3594,176,1172,18,7000,2464,999,2426,790,20,5,49,247
2400508-005,1413,1261,33,69,4,48,2,1330,1200,23,62,4,44,2,1413,1261,33,69,4,48,2,1330,1200,23,60,38,0,0,1,8
2451027-030,1896,44,70,1781,35,11,1,1530,42,50,1437,26,11,1,1909,44,70,1780,35,11,1,1530,42,50,1386,7,0,0,5,40
2451028-001,1992,109,310,1560,32,35,1,1587,95,190,1286,25,33,1,2006,108,310,1557,29,34,1,1587,95,190,1242,24,1,0,4,31
2451009-003,1582,360,68,1134,18,34,8,1307,331,53,905,15,29,3,1608,360,68,1123,17,33,8,1307,331,53,859,24,1,0,4,35
2451014-003,1328,52,21,1245,21,9,0,906,44,18,837,16,8,0,1355,52,21,1265,21,9,0,906,44,18,806,7,2,0,4,25
2400510-002,2077,1834,55,35,31,115,2,1616,1442,30,25,27,83,2,2079,1834,55,38,30,121,2,1616,1442,30,14,63,4,0,5,58
2400510-004,2709,2392,79,51,30,125,2,2080,1891,42,39,17,73,1,2710,2393,79,52,30,132,2,2080,1891,42,28,57,0,0,8,54
2400514-002,5724,2566,307,1678,89,1108,7,4589,2194,229,1257,67,852,5,5735,2569,307,1690,87,1119,7,4589,2194,229,1176,798,6,0,15,171
2400502-031,3407,254,286,2795,48,87,6,2699,244,181,2216,39,69,6,3427,254,287,2796,39,85,6,2699,244,181,2147,56,4,0,13,54
2400502-003,750,55,55,587,17,55,2,578,50,38,447,10,44,1,753,55,55,592,16,55,2,578,50,38,416,31,0,0,4,39
2400515-026,2261,2079,68,44,28,29,4,1965,1825,44,35,25,23,4,2264,2081,68,47,27,29,4,1965,1825,44,23,17,5,0,0,51
2403109-030,4222,1087,951,1156,69,1045,5,3292,943,699,803,53,848,2,4226,1088,951,1155,62,1047,4,3292,943,699,715,800,8,1,16,110
2403109-034,6558,1047,2520,1993,125,1040,15,4827,909,1698,1386,104,830,11,6573,1050,2524,1977,96,1036,14,4827,909,1698,1257,773,8,2,21,159
2403108-004,1674,1040,197,159,19,255,2,1346,887,112,117,13,201,1,1674,1040,197,159,19,255,2,1346,887,112,105,189,5,1,9,38
2403108-003,3656,2593,330,218,37,478,1,2801,2013,221,159,31,363,0,3656,2593,330,218,37,478,1,2801,2013,221,134,324,2,0,16,91
2403101-006,2524,1007,455,688,84,409,3,1975,862,316,490,52,322,2,2524,1007,455,688,84,409,3,1975,862,316,429,289,1,0,12,66
2403101-004,3261,928,924,844,80,567,4,2443,766,672,565,58,435,2,3267,928,925,853,49,569,4,2443,766,672,510,407,1,1,8,78
2403113-028,3970,614,2464,460,167,441,8,3018,531,1759,352,114,366,7,3975,614,2468,447,155,445,8,3018,531,1759,270,343,4,2,26,83
2400304-009,4826,971,387,2844,77,653,7,3668,840,281,2065,60,468,5,4832,971,388,2845,67,652,7,3668,840,281,1928,436,4,1,12,166
2400304-017,4630,965,1814,1541,121,225,8,3265,824,1147,1090,100,159,6,4634,967,1815,1569,119,230,8,3265,824,1147,1007,140,8,1,30,108
2400304-001,3828,860,1062,1691,123,211,8,2891,734,750,1235,85,157,8,3831,860,1062,1687,114,210,8,2891,734,750,1131,134,7,0,22,113
2400305-007,2246,1916,76,61,34,131,7,1589,1396,43,39,22,77,1,2247,1917,76,62,34,133,7,1589,1396,43,29,53,3,1,6,58
2401907-002,5626,943,461,4180,93,54,7,3964,813,251,2832,62,33,5,5704,950,466,4203,79,48,6,3964,813,251,2720,18,6,2,13,141
2400302-011,2421,1334,520,411,124,110,8,1862,1092,345,290,88,82,5,2425,1336,520,415,113,108,7,1862,1092,345,247,62,5,0,5,106
2403113-038,5988,4809,415,202,69,486,13,4263,3518,260,122,51,295,8,5988,4809,415,202,69,486,13,4263,3518,260,77,235,2,1,24,146
2403109-014,4184,1919,616,707,51,931,10,3330,1580,448,530,33,750,9,4185,1919,616,711,50,943,10,3330,1580,448,458,675,0,4,29,136
2403109-004,5031,1259,2107,794,150,825,12,3786,1056,1445,580,108,662,8,5037,1259,2108,797,123,828,12,3786,1056,1445,515,619,15,0,23,113
2403107-013,4652,3284,410,288,41,609,4,3450,2486,286,196,32,426,0,4652,3284,410,288,41,609,4,3450,2486,286,157,362,0,0,24,135
2404509-008,1520,849,38,372,9,262,3,1199,715,20,261,9,197,1,1523,850,38,375,9,266,3,1199,715,20,242,192,0,1,4,25
2401706-013,5913,1108,431,3821,167,544,13,4444,974,260,2771,126,394,4,5925,1111,431,3778,158,541,13,4444,974,260,2599,347,34,1,19,210
2403107-018,3504,2659,286,134,11,312,8,2604,2059,183,98,9,189,6,3504,2659,286,134,11,312,8,2604,2059,183,66,154,0,2,23,117
2402903-002,667,493,19,130,11,7,3,563,431,15,98,9,4,3,670,495,19,132,11,7,2,563,431,15,92,2,0,0,0,23
2400501-017,7887,714,617,4817,93,1732,9,5759,605,421,3508,61,1208,8,7908,716,617,4812,84,1734,6,5759,605,421,3405,1171,16,0,33,108
2403104-013,2780,2122,234,96,17,289,0,2059,1615,141,75,11,203,0,2780,2122,234,96,17,289,0,2059,1615,141,54,173,0,0,12,64
2403104-032,1831,1212,191,77,3,299,2,1367,929,131,59,1,213,1,1832,1213,191,79,1,298,2,1367,929,131,54,203,0,0,9,41
2403113-053,2696,1171,873,390,77,263,7,2029,924,599,304,64,189,6,2698,1171,874,390,74,259,7,2029,924,599,248,167,3,1,14,73
2403104-019,2856,1212,408,390,45,841,2,2253,1037,294,264,30,643,1,2857,1212,408,390,40,852,2,2253,1037,294,228,592,2,1,13,86
2403113-013,5072,1345,1224,2305,125,255,9,3862,1150,832,1714,84,197,5,5075,1346,1224,2279,85,256,9,3862,1150,832,1576,160,1,0,15,128
2401706-021,2129,412,145,1387,26,183,0,1663,348,109,1054,20,143,0,2132,412,145,1376,26,183,0,1663,348,109,1005,137,1,0,11,52
2402504-002,3378,3045,90,55,58,84,1,2651,2447,50,27,36,58,1,3380,3047,90,53,58,85,1,2651,2447,50,17,42,1,0,8,86
2402503-026,1127,968,62,28,24,45,3,867,770,37,17,12,29,1,1127,968,62,28,24,45,3,867,770,37,9,20,0,0,7,24
2402503-005,4681,4141,144,137,81,126,5,3577,3214,90,88,56,87,3,4684,4143,144,147,84,137,5,3577,3214,90,72,68,0,0,19,114
2402504-005,4295,3803,104,156,71,124,2,3398,3041,59,118,54,95,2,4301,3807,104,158,80,130,2,3398,3041,59,106,75,4,1,8,104
2451027-034,1940,112,43,1750,28,31,3,1523,97,33,1361,24,26,3,1957,114,43,1750,28,31,3,1523,97,33,1303,20,1,1,9,59
2451009-010,1644,282,143,1178,25,45,1,1272,244,95,905,23,33,1,1666,282,143,1184,24,44,1,1272,244,95,849,30,5,0,7,42
2451007-003,2948,148,273,2492,48,53,2,2193,124,176,1857,40,44,2,3023,148,274,2538,44,54,2,2193,124,176,1787,31,12,0,1,62
2451016-007,1635,20,41,1574,23,5,1,1238,18,24,1195,21,2,0,1662,20,41,1586,23,5,1,1238,18,24,1154,2,3,0,6,31
2451016-008,979,8,17,959,10,6,1,754,7,11,740,7,2,0,1000,8,17,971,10,4,1,754,7,11,723,0,2,0,0,11
2401708-003,2738,979,219,1392,64,86,11,2189,875,148,1050,57,62,7,2748,983,219,1405,63,86,11,2189,875,148,993,57,8,4,18,86
2401706-022,4331,508,532,3175,117,160,6,3185,447,344,2275,77,112,5,4342,509,532,3115,112,156,6,3185,447,344,2124,90,18,4,31,127
2451021-003,2566,705,154,1530,64,183,1,2030,625,96,1148,48,153,0,2607,709,155,1531,60,179,1,2030,625,96,1064,133,0,0,10,102
2451011-005,2233,751,90,1257,51,129,5,1878,729,74,940,40,124,5,2260,752,90,1263,47,129,3,1878,729,74,870,99,5,0,14,87
2451011-004,126,4,9,113,8,0,0,91,4,7,79,5,0,0,126,4,9,113,8,0,0,91,4,7,66,0,0,0,0,14
2451026-031,1151,397,53,632,31,48,3,863,354,39,426,17,32,3,1156,398,54,631,29,47,3,863,354,39,399,24,4,1,1,41
2451016-009,1607,12,14,1567,23,2,1,1241,7,13,1216,15,2,1,1642,13,14,1593,23,2,1,1241,7,13,1183,1,3,0,5,29
2451012-006,1560,838,168,271,23,277,6,1472,803,148,250,21,267,6,1561,839,168,273,23,281,6,1472,803,148,188,226,3,1,6,97
2451020-005,1241,35,64,1114,32,21,7,932,27,47,836,23,18,6,1261,35,64,1130,29,21,6,932,27,47,814,6,2,0,4,32
2451016-004,649,10,13,613,12,5,2,497,10,11,466,12,4,2,662,10,13,620,12,5,2,497,10,11,451,4,1,2,4,14
2451026-028,1355,74,33,1221,25,21,2,1084,68,26,972,25,12,2,1371,74,33,1224,24,21,2,1084,68,26,925,8,1,2,5,49
2401706-009,3860,649,347,2738,141,117,2,2911,575,221,2006,102,81,2,3877,652,347,2672,123,111,2,2911,575,221,1856,76,33,2,11,137
2451013-001,2257,1386,73,248,12,522,1,2058,1243,65,236,10,488,0,2258,1386,73,252,11,524,1,2058,1243,65,222,458,1,0,20,49
2451013-012,1987,1580,62,79,21,212,0,1755,1407,50,63,14,185,0,1989,1581,63,82,21,213,0,1755,1407,50,52,162,3,0,14,67
2402503-002,3534,3066,121,127,99,108,3,2790,2452,90,91,70,77,2,3539,3071,121,124,98,105,3,2790,2452,90,70,59,10,0,1,108
2451012-003,1136,579,77,125,10,350,0,1033,519,63,110,6,335,0,1137,579,77,126,9,350,0,1033,519,63,103,321,0,0,4,23
2451012-013,229,46,38,25,15,119,1,220,41,35,24,14,117,1,229,46,38,25,15,119,1,220,41,35,14,106,4,0,0,20
2451012-004,4408,1745,454,497,51,1672,7,4225,1670,429,453,44,1637,6,4410,1746,454,496,51,1668,7,4225,1670,429,371,1495,0,1,31,228
2451026-033,2014,93,28,1888,25,6,1,1594,83,16,1486,25,4,1,2047,93,29,1899,23,6,1,1594,83,16,1449,3,5,0,1,37
2451026-018,1419,51,26,1337,19,9,1,1098,50,18,1024,19,6,1,1442,51,28,1340,19,9,1,1098,50,18,991,0,7,0,5,27
2404318-004,916,451,74,281,12,103,1,700,407,44,175,11,65,1,916,451,74,281,12,103,1,700,407,44,158,60,0,0,1,30
2451026-010,4727,1303,2488,769,269,160,2,3532,1176,1633,566,204,131,0,4757,1312,2492,802,170,163,2,3532,1176,1633,517,108,19,0,12,67
2451027-007,1862,319,43,1458,41,24,3,1456,292,27,1105,36,18,3,1880,319,43,1463,40,24,3,1456,292,27,1076,16,3,2,2,38
2404326-002,2805,2206,261,197,68,81,2,2287,1846,190,150,54,62,1,2810,2210,261,193,57,85,2,2287,1846,190,98,54,2,1,13,83
2400502-007,3877,168,159,3513,37,79,4,2949,159,104,2651,30,67,3,3889,168,159,3477,30,79,4,2949,159,104,2552,55,3,0,1,75
2451015-010,1859,94,52,1682,22,32,2,1521,91,32,1372,20,25,2,1875,95,52,1683,23,29,2,1521,91,32,1319,16,4,0,12,47
2451015-023,2345,101,50,2183,32,9,0,1907,93,33,1765,27,6,0,2381,102,50,2207,28,8,0,1907,93,33,1722,2,11,0,5,41
2451013-008,2186,242,74,1820,36,43,4,1734,208,48,1436,28,28,2,2221,243,74,1848,30,40,3,1734,208,48,1377,12,8,0,19,62
2451008-008,1079,540,41,445,27,47,3,864,454,25,337,23,32,3,1084,540,41,446,24,47,3,864,454,25,318,26,3,0,5,33
2451008-009,93,15,4,72,0,2,0,73,12,3,57,0,2,0,96,15,4,76,0,1,0,73,12,3,55,1,0,0,0,2
2451001-004,3152,2510,180,207,43,211,2,2913,2344,153,187,37,181,1,3153,2510,180,208,43,211,2,2913,2344,153,147,151,9,0,12,97
2404509-004,260,124,28,107,2,0,0,225,114,24,87,2,0,0,266,124,28,114,2,0,0,225,114,24,81,0,0,0,0,6
2400501-013,3783,3309,116,105,54,166,3,2834,2519,71,74,29,104,3,3783,3309,116,105,54,166,3,2834,2519,71,55,77,0,2,21,89
2451027-058,793,17,17,750,8,4,1,628,15,12,596,4,4,1,809,17,17,764,8,4,1,628,15,12,588,2,2,0,1,8
2451016-010,1071,8,13,1048,7,3,1,809,7,12,793,7,3,0,1099,8,13,1070,7,3,1,809,7,12,768,0,1,0,2,19
2451016-012,2259,25,34,2207,29,14,0,1639,25,28,1596,13,12,0,2313,25,34,2216,27,14,0,1639,25,28,1527,3,2,0,4,50
2451026-001,668,337,173,136,58,22,4,505,276,112,95,36,20,2,675,338,175,135,33,22,4,505,276,112,72,10,6,0,1,28
2451027-001,2891,579,114,2139,75,38,1,2271,513,89,1623,48,31,1,2911,579,114,2130,71,38,0,2271,513,89,1552,16,7,0,21,73
2451027-057,2654,51,54,2527,38,33,5,2219,51,41,2111,28,28,4,2687,51,55,2530,36,32,5,2219,51,41,2042,24,7,1,0,53
2400511-021,1423,827,79,359,20,154,1,1085,720,52,201,13,105,1,1426,827,79,356,18,151,0,1085,720,52,189,100,2,0,3,19
2400508-023,968,775,30,66,12,74,0,759,632,14,45,10,48,0,969,776,30,67,12,75,0,759,632,14,40,45,0,0,8,20
2400503-005,4246,2023,243,1747,41,244,9,3722,1911,161,1467,33,182,3,4255,2024,243,1745,39,243,9,3722,1911,161,1390,146,3,0,17,94
2451023-002,1737,944,70,631,21,89,1,1509,905,55,459,16,82,1,1745,945,70,635,21,88,1,1509,905,55,429,68,0,0,2,50
2451015-012,370,18,9,341,12,2,0,285,18,5,263,8,0,0,387,18,9,355,12,2,0,285,18,5,247,0,3,0,0,12
2402126-002,4570,3144,583,582,119,159,13,3404,2488,355,379,81,100,13,4575,3147,583,586,107,157,13,3404,2488,355,303,72,2,4,8,172
2403309-004,2832,225,265,2299,70,55,4,2310,210,182,1871,53,54,3,2836,225,265,2292,68,54,4,2310,210,182,1788,39,13,2,6,70
2403310-003,3644,1038,1056,1330,97,216,10,2893,922,731,1056,71,169,5,3648,1040,1057,1329,91,216,10,2893,922,731,973,132,11,0,31,93
2403305-002,2196,215,174,1647,39,159,2,1870,195,107,1429,28,135,2,2201,215,174,1636,38,159,2,1870,195,107,1385,124,4,1,17,37
2403306-008,2818,57,234,2519,46,39,5,2264,54,150,2044,38,27,4,2826,57,234,2512,46,38,5,2264,54,150,1963,21,4,0,8,64
2403305-004,4101,261,276,3478,56,106,7,3323,222,199,2824,40,89,6,4107,261,276,3466,54,106,7,3323,222,199,2700,78,0,4,23,97
2403301-003,7514,485,3231,3243,197,602,12,5473,437,2079,2478,124,504,10,7523,485,3236,3225,144,605,9,5473,437,2079,2323,478,15,4,23,114
2402702-025,1674,1156,73,125,7,317,1,1232,903,40,82,5,199,0,1674,1156,73,125,7,317,1,1232,903,40,73,186,0,0,1,29
2402705-002,1003,597,88,217,22,91,1,797,507,53,163,19,64,0,1004,598,88,220,19,94,1,797,507,53,139,52,2,0,12,32
2402701-003,2976,1502,233,635,33,592,5,2239,1229,142,418,23,427,5,2976,1502,233,635,33,592,5,2239,1229,142,392,404,3,2,8,59
2402701-012,1472,786,47,216,10,405,0,1095,624,27,135,6,296,0,1472,786,47,216,10,405,0,1095,624,27,110,284,0,0,3,47
2400502-004,4228,135,193,3859,39,48,0,3292,123,120,3011,28,39,0,4248,136,193,3867,34,46,0,3292,123,120,2955,25,7,0,10,52
2451022-001,2022,1314,86,411,15,182,2,1964,1282,83,401,13,170,2,2026,1316,86,412,15,183,2,1964,1282,83,385,141,1,0,8,64
2451028-003,515,12,24,473,10,9,2,439,10,15,405,10,9,2,529,12,24,484,10,9,2,439,10,15,389,5,2,0,2,16
2451027-046,1110,851,46,97,10,91,0,883,702,32,63,7,65,0,1110,851,46,97,10,91,0,883,702,32,56,42,0,0,2,49
2451026-027,1866,223,48,1555,28,28,2,1498,215,39,1218,17,17,2,1881,223,48,1560,28,27,2,1498,215,39,1189,13,3,1,11,27
2451023-001,1758,1399,102,133,29,77,5,1603,1298,84,108,27,68,5,1759,1399,102,134,29,77,5,1603,1298,84,81,47,0,1,14,78
2400510-001,3294,2959,126,53,48,94,1,2551,2327,72,32,34,58,1,3295,2959,126,53,46,93,1,2551,2327,72,19,40,1,0,12,80
2400510-006,24,14,3,4,2,2,0,21,14,2,4,1,0,0,24,14,3,4,2,2,0,21,14,2,4,0,0,0,0,1
2400510-007,806,696,28,19,22,25,2,620,541,20,15,13,19,1,806,696,28,19,22,25,2,620,541,20,11,13,4,0,5,26
2401902-004,301,212,11,62,11,1,0,257,185,8,55,3,1,0,302,213,11,62,11,1,0,257,185,8,54,0,3,0,2,5
2401902-002,333,153,26,145,15,2,2,247,107,10,119,11,1,2,334,153,26,146,14,1,2,247,107,10,115,0,0,0,1,14
2400502-012,7462,687,218,6423,151,168,9,5740,617,146,4849,105,136,9,7486,689,218,6346,137,165,8,5740,617,146,4649,105,11,2,36,174
2451016-001,961,27,25,896,2,12,1,717,24,20,666,2,9,1,989,27,25,926,2,9,1,717,24,20,652,4,0,1,6,10
2451015-001,2022,47,48,1909,22,17,2,1655,40,36,1563,21,14,1,2047,47,48,1926,22,17,2,1655,40,36,1523,9,8,0,9,30
2402308-001,710,688,6,6,6,0,0,569,554,6,1,4,0,0,711,689,6,6,6,0,0,569,554,6,0,0,0,0,0,9
2403915-001,2378,612,124,1592,36,46,3,1956,500,90,1328,25,35,2,2385,614,124,1594,34,45,3,1956,500,90,1278,24,4,0,3,57
2400303-001,2614,2134,113,230,64,83,1,2082,1733,74,154,53,64,0,2618,2137,113,229,59,81,0,2082,1733,74,137,46,13,0,5,74
2451026-013,1795,862,746,156,51,27,5,1295,727,437,109,30,18,5,1799,865,746,155,37,26,5,1295,727,437,68,8,1,1,8,45
2451026-023,1717,108,36,1573,9,1,1,1310,104,26,1181,4,1,1,1734,108,36,1586,9,1,1,1310,104,26,1156,1,1,0,7,15
2400502-029,4981,798,147,3502,53,532,1,3924,750,117,2659,42,400,1,4987,798,147,3483,45,531,1,3924,750,117,2560,390,6,0,22,79
2400301-019,3404,1092,370,1599,90,401,18,2596,884,266,1164,65,308,10,3406,1093,370,1579,81,394,17,2596,884,266,1036,248,2,0,7,153
2400303-025,3037,1223,429,1130,89,227,8,2305,1049,253,789,63,171,3,3048,1227,429,1138,86,228,7,2305,1049,253,733,138,4,1,15,112
2400305-029,1099,974,31,43,10,36,1,891,805,15,30,9,28,1,1100,975,31,43,10,39,1,891,805,15,23,22,0,0,0,26
2400305-014,2646,2202,123,123,31,162,6,1983,1684,80,80,23,105,6,2648,2204,123,127,30,158,6,1983,1684,80,64,68,0,0,5,82
2400509-028,3125,754,212,2066,69,92,10,2396,668,151,1488,54,71,9,3146,755,212,2039,67,89,10,2396,668,151,1408,62,7,5,16,79
2403113-052,3014,1690,561,290,55,426,15,2325,1386,398,197,38,289,11,3014,1690,561,290,55,426,15,2325,1386,398,156,254,3,4,21,103
2403101-005,3669,1892,443,460,50,828,9,2982,1588,307,361,34,686,6,3670,1892,443,460,47,829,8,2982,1588,307,316,648,4,1,27,91
2402503-014,3695,2959,130,238,48,336,11,2817,2340,76,154,25,209,9,3697,2961,130,238,48,336,11,2817,2340,76,129,191,4,2,10,65
2402503-025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402503-021,4092,3149,187,290,50,415,15,2965,2374,95,190,32,272,4,4094,3150,187,290,50,415,14,2965,2374,95,162,250,2,1,7,74
2403110-004,2098,1229,137,118,12,577,3,1600,978,99,98,8,400,3,2098,1229,137,118,12,577,3,1600,978,99,86,380,1,0,13,43
2404311-002,657,591,14,11,25,5,0,544,497,11,4,18,2,0,657,591,14,11,25,5,0,544,497,11,2,0,4,0,9,21
2401305-005,3927,3148,170,220,63,311,6,2889,2380,100,132,37,221,3,3927,3148,170,220,63,311,6,2889,2380,100,110,195,1,0,13,90
2451026-032,2215,109,38,2057,24,4,1,1699,102,26,1565,12,3,1,2257,110,38,2087,21,3,1,1699,102,26,1537,2,1,0,8,23
2451026-021,1332,52,40,1234,20,15,1,961,41,18,897,17,13,1,1354,52,40,1247,18,15,1,961,41,18,856,7,4,1,4,30
2451020-007,2712,136,91,2470,34,41,6,2137,104,57,1958,28,36,5,2759,137,91,2481,30,40,5,2137,104,57,1884,24,6,0,5,57
2451008-007,1806,53,98,1658,23,9,2,1326,40,61,1227,18,5,2,1851,53,98,1679,21,8,1,1326,40,61,1184,3,6,0,4,28
2451012-010,2376,546,199,1581,45,81,4,2072,526,165,1337,35,72,4,2397,547,199,1565,39,79,3,2072,526,165,1245,55,4,2,10,65
